Marca temporal;Institución;Unidad;Nombre Instrumento (Ej: Innovación Nacional);Nombre convocatoria (Ej: Innovación Nacional Region Metropolitana);URL;Descripción corta (Máximo 180 caracteres);Descripción larga ;Apoyo;Público;Requisitos;Permanente;Fecha Apertura (Sólo si no es permanente);Fecha Cierre (Sólo si no es permanente);Emergencias (¿La convocatoria nace de una catástrofe?);Región;Temática;Tributación;Etapa;Beneficio;Sexo registral;Tipo persona;Tamaño ventas;Rubro
8-6-2025 2:05:42;Indespa;Subdirección Fomento y desarrollo;Concurso Regional Iniciativas para la Pesca Artesanal;Concurso Regional Iniciativas para la Pesca Artesanal, Región de Los Ríos.;https://www.indespa.cl/concursos/los-rios-concurso-regional-iniciativas-para-la-pesca-artesanal-region-de-los-rioscodigo-bip-40023673-0-0/;Fortalece cadenas de valor de la pesca artesanal regional con equipamiento, seguridad y diversificación.;Concurso regional financiado por Gobierno Regional y INDESPA, diseñado para mejorar la productividad y sustentabilidad de pequeñas organizaciones pesqueras. Financia equipamiento, mejora de seguridad de embarcaciones, cumplimiento en AMERB, estudios y pasantías.;"Subsidio para equipamiento, infraestructura, estudios y pasantías; asistencia técnica";Organizaciones de pescadores artesanales (OPA) legalmente constituidas y inscritas en ROA, Región de Los Ríos;"Organización legalmente constituida en Los Ríos
Inscrita en Registro de Organizaciones Artesanales (ROA)
Estar operativa y presentar formulación técnica según Bases
Documentación técnica/legal según líneas de cobertura";No;28-05-2025;03-07-2025;No;Los Ríos;Gestión Empresarial, Nuevos Mercados, Sustentabilidad;Primera categoría;Mejora tu gestión;Subsidio;Masculino, Femenino;Jurídica;Sin tamaño definido;Agricultura, ganadería, silvicultura y pesca
8-6-2025 10:12:28;Indespa;Subdirección Fomento y desarrollo;Festival ÑAM Santiago;Festival ÑAM Santiago;https://www.indespa.cl/concursos/concurso-mercados-del-mar-festival-nam-santiago-2025-0/;Financiamiento para stands y apoyo comercial en Ñam 2025.;Concurso nacional que selecciona 16 participantes (naturales o jurídicos) de pesca artesanal o acuicultura de pequeña escala para ofrecer productos del mar en ÑAM Santiago, cubriendo stand, logística y asistencia técnica en marketing, plan de negocios y marco sanitario.;Subsidio (stand + logística) + asistencia técnica;Pescadores artesanales o acuicultores escala pequeña, personas naturales u organizaciones;"Inscripción vigente en RPA de Sernapesca
Inicio de actividades en el SI
 Resolución sanitaria vigente
Stock mínimo para feria
Formulario de postulación y documentos administrativos";No;29-11-2024;18-12-2024;No;Nacional;Gestión Empresarial, Nuevos Mercados;Primera categoría;Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Actividades de alojamiento y de servicio de comidas
8-6-2025 10:29:25;Indespa;Subdirección Fomento y desarrollo;Reposición y reparación de unidades de pesca afectadas por las marejadas anormales;Reposición y reparación de unidades de pesca afectadas por las marejadas anormales en las regiones de Antofagasta y Atacama;https://www.indespa.cl/concursos/concurso-emergencia-reposicion-y-reparacion-de-unidades-de-pesca-afectadas-por-las-marejadas-anormales-en-las-regiones-de-antofagasta-y-atacama-ano-2025-0/;Apoya recuperación de embarcaciones y equipos dañados por marejadas.;Concurso “Emergencia” con hasta $400 M para reparar o reponer embarcaciones, motores y compresores dañados en marejadas anormales (diciembre 2024–enero 2025) en caletas de Antofagasta y Atacama, dirigido a pescadores artesanales armadores inscritos en Sernapesca.;Subsidio para reparación o reposición de unidades de pesca;Pescadores artesanales armadores inscritos en Sernapesca de las regiones mencionadas afectados por marejadas;"Inscripción vigente en Sernapesca
Estar afectado según censo de Autoridad Marítima
Postular antes del 20‑02‑2025
Cumplir requisitos técnicos de bases";No;22-01-2025;20-02-2025;Si;Antofagasta, Atacama;Gestión Empresarial, Sustentabilidad;Primera categoría;Mejora tu gestión;Subsidio;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Agricultura, ganadería, silvicultura y pesca
8-6-2025 10:35:39;Indespa;Subdirección Fomento y desarrollo;Concurso Acuicultura de Pequeña Escala(APE) para el sector alguero pelillero, año 2025;Concurso Acuicultura de Pequeña Escala(APE) para el sector alguero pelillero de la región Los Lagos, año 2025;https://www.indespa.cl/concursos/concurso-acuicultura-de-pequena-escalaape-para-el-sector-alguero-pelillero-de-la-region-los-lagos-ano-2025-0/;Apoya cultivo de pelillo mediante asistencia técnica y semillas;Concurso regional que otorga fondos para aumentar productividad de Agarophyton chilensis (“pelillo”) mediante asistencia técnica, insumos, siembra, seguimiento y caracterización de centros de cultivo. Fondo total $300 M.;Asistencia técnica + subsidio en insumos y operación;Personas naturales acuicultoras de pelillo y organizaciones de pescadores/acuicultores de pequeña escala, titulares de concesión de acuicultura;"Ser acuicultor/a de pequeña escala y titular de concesión en Los Lagos
Si es organización: estar legalmente constituida, compuesta exclusivamente por naturales titulares de concesión de pelillo";No;12-06-2025;02-07-2025;No;Los Lagos;Nuevos Mercados, Sustentabilidad;Primera categoría;Mejora tu gestión;Subsidio;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Agricultura, ganadería, silvicultura y pesca
8-6-2025 10:43:12;Indespa;Subdirección Fomento y desarrollo;Inversión para asistentes de buzos;Inversión para asistentes de buzos, Los Lagos;https://www.indespa.cl/concursos/concurso-caleta-operacion-inversion-para-asistentes-de-buzos-los-lagos-2025-0/;Subsidio regional para asistentes de buzos en Los Lagos;Concurso regional para financiar equipamiento e infraestructura de asistentes de buzos, promoviendo la modernización de pesca artesanal en la zona;Subsidio para inversión en equipamiento e infraestructura;Asistentes de buzos de pesca artesanal en la región de Los Lagos;"Inscripción en RPA/ROA según corresponda
Acreditar actividad como asistente de buzo dentro de caleta en Los Lagos
Cumplir los requisitos técnicos y administrativos definidos en las bases del Fondo Caleta Operación";No;09-07-2025;08-08-2025;No;Los Lagos;Gestión Empresarial, Sustentabilidad;Primera categoría;Mejora tu gestión;Subsidio;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Agricultura, ganadería, silvicultura y pesca
8-6-2025 10:51:12;Indespa;Subdirección Fomento y desarrollo;Cerro de Sabores;Cerro de Sabores;https://www.indespa.cl/concursos/concurso-mercados-del-mar-cerro-de-sabores-2025-0/;Apoya participación de pescadores y acuicultores en Festival Cerro de Sabores 2025.;Concurso nacional que selecciona 8 participantes (individuales u organizacionales) para stands, logística y asistencia técnica en el festival gastronómico, promoviendo capacidades comerciales de productos del mar.;Subsidio para stand, logística + asistencia técnica;Pescadores artesanales y acuicultores de pequeña escala, personas naturales o jurídicas u organizaciones;"Inscripción activa en RPA o ROA
Inicio de actividades en SII
Resolución sanitaria vigente
Stock mínimo de productos para venta y degustación
Presentación de ficha de postulación y documentos administrativos";No;29-03-2025;12-04-2025;No;Nacional;Gestión Empresarial, Nuevos Mercados;;Crece;Subsidio;Masculino, Femenino;Natural, Jurídica;Micro;Actividades de alojamiento y de servicio de comidas
8-6-2025 11:00:30;Indespa;Subdirección Fomento y desarrollo;Bonificación para el cultivo de algas;Bonificación para el cultivo de algas;https://www.indespa.cl/concursos/concurso-programa-de-bonificacion-para-el-cultivo-de-algas-ano-2025-0/;Subsidio para cultivo de macroalgas nativas en AMERB y concesiones;Curso de bonificaciones no reembolsables con recursos por $511 millones para promover el cultivo y repoblamiento de macroalgas nativas en AMERB o concesiones de acuicultura, dirigido a pescadores artesanales, organizaciones y micro o pequeñas empresas;Subsidio en especie y efectivo para siembra, cosecha, asistencia técnica y certificación;"Pescadoras/pescadores artesanales; organizaciones OPA; micro y pequeñas empresas con concesión o AMERB de acuicultura de macroalgas";" Ser titular de AMERB o concesión con cultivo de algas autorizado
Inscripción en RPA o ROA
Presentar proyecto técnico acorde a normativas de Ley 20.925
No superar límites de Bonificación (máx. 5 veces por concesión)
Enfoque comunitario y cumplimiento regulatorio";No;10-04-2025;10-05-2025;No;Nacional;Nuevos Mercados, Sustentabilidad;Primera categoría;Mejora tu gestión;Subsidio;Masculino, Femenino;Natural, Jurídica;Micro;Agricultura, ganadería, silvicultura y pesca
8-6-2025 11:06:31;Indespa;Subdirección Fomento y desarrollo;Apoyo a las Fiestas de San Pedro del sector pesquero artesanal;Apoyo a las Fiestas de San Pedro del sector pesquero artesanal;https://www.indespa.cl/concursos/apoyo-a-las-fiestas-de-san-pedro-del-sector-pesquero-artesanal-ano-2025-0/;Apoya realización y promoción de Fiestas de San Pedro en caletas artesanales.;Fondo concursable nacional para preservar el patrimonio cultural costero mediante financiamiento (hasta $3 M) de equipamiento, capital de trabajo o diseño y publicidad de la festividad. Se entregan 50 fondos en total.;Subsidio para equipamiento, capital de trabajo, diseño y publicidad;Organizaciones de pescadores artesanales (personas naturales) — sindicatos, cooperativas, asociaciones, comunidades indígenas;"Ser organización compuesta exclusivamente por pescadoras/os artesanales con inscripción en ROA/RPA
Enviar ficha y anexos según Bases
Enviar documentación completa por correo dentro del plazo";No;05-05-2025;18-05-2025;No;Nacional;Gestión Empresarial, Nuevos Mercados;Primera categoría;Crece;Subsidio;Masculino, Femenino;Jurídica;Sin tamaño definido;Agricultura, ganadería, silvicultura y pesca
8-6-2025 11:19:59;Indespa;Subdirección Fomento y desarrollo;APE;APE Antofagasta - Atacama;https://www.indespa.cl/concursos/concurso-emergencia-ape-antofagasta-atacama-ano-2025-0/;Reposición de centros de cultivo APE por marejadas anormales.;Concurso de emergencia para apoyar reposición de infraestructura, equipamiento, tecnología e insumos en centros de acuicultura de pequeña escala afectados por marejadas en las regiones de Antofagasta y Atacama entre diciembre 2024 y enero 2025.;Subsidio para equipamiento, infraestructura, insumos, tecnología y gastos operacionales;Acuicultores y organizaciones de pequeña escala (naturales o jurídicas) con centros de cultivo afectados en zona APE;"Ser acuicultor/a de pequeña escala titular de centro autorizado y afectado
Personas naturales, organizaciones artesanales o empresas individuales
Estar en catastro oficial de la marejada
Presentar ficha de postulación con documentación en PDF";No;27-02-2025;29-03-2025;Si;Antofagasta, Atacama;Sustentabilidad;Primera categoría;Mejora tu gestión;Subsidio;Masculino, Femenino;Natural, Jurídica;Sin tamaño definido;Agricultura, ganadería, silvicultura y pesca
8-6-2025 11:27:09;Sense;Departamento de Desarrollo y Regulación de Mercado;Despega Mipe;Despega Mipe;https://sence.gob.cl/personas/despega-mipe;Programa de capacitación gratuito dirigido a micro y pequeñas empresas, para mejorar las habilidades y herramientas de los trabajadores y la productividad de socios, dueños y representantes legales.;Despega Mipe es un programa de capacitación gratuito dirigido a micro y pequeñas empresas, que tiene como objetivo mejorar las habilidades y herramientas de los/las trabajadores/as y  la productividad de sus socios/as, dueños/as y representantes legales.;"Capacitación gratuito dirigido a micro y pequeñas empresas. Subsidio de Diario de $4.000.- por día asistido a clases o porcentaje de avance (cursos modalidad en línea). 
Subsidio de Cuidados de $5.000.- por día asistido a clases o porcentaje de avance (cursos modalidad en línea).
Seguro de accidentes para ambas modalidades de ejecución de curso.
Instrumento habilitante o referencial, según corresponda.";"Programa Despega Mipe está dirigido a micro y pequeñas empresas; personas Trabajadoras (postulan de manera Independiente), dueños/as, socios/as y/o representantes legales, cuyas ventas anuales no excedan las 25.000 UF en el último año calendario.";Ser dueño/a, socio/a, representante legal, o trabajador/a de una micro o pequeña empresa según la Ley 20.416. Además, las empresas no deben tener ingresos anuales por ventas, servicios y otras actividades que excedan las 25.000 Unidades de Fomento (UF) en el último año calendario. No estar participando actualmente en otros programas de capacitación del SENCE. ;Sí;;;No;Nacional;Gestión Empresarial;Primera categoría;Mejora tu gestión, Crece;Capacitación;Masculino, Femenino;Jurídica;Micro, Pequeña;Todos
8-6-2025 11:32:41;Sense;Departamento de Desarrollo y Regulación de Mercado;Asesoría a Mipymes;Asesoría a Mipymes;https://sence.gob.cl/empresas/nuevo-contacto-empresas;Perfilar y caracterizar a su empresa, con el fin de informar, orientar, asesorar y acompañar en el uso de las oportunidades que dispone el SENCE, para entregar un servicio adecuado a su requerimiento.;"Servicio de información, orientación, asesoría y acompañamiento a Empresas. una forma exclusiva y personalizada para resolver todas tus dudas y asesorarte en el uso de las oportunidades que dispone el Estado a través del SENCE, para los diferentes procesos de tu empresa:
 Incorporar trabajadores/as a la empresa.
Mejorar la empleabilidad de las y los trabajadores (capacitación, certificación de competencias, nivelación de estudios y continuidad de estudios conducentes a carreras técnico-profesionales).
Aplicar un plan de salida para apoyar la desvinculación de trabajadores/as.";Orientar, asesorar y acompañar a las Mipyme, en el uso de las oportunidades que dispone el SENCE, de manera de entregar un servicio adecuado a su requerimiento.;"Está dirigido a micro y pequeñas empresas; personas Trabajadoras, cesantes y  público en general .";Ser micro o pequeño empresario o persona natural;Sí;;;No;Nacional;Gestión Empresarial, Tecnología y Digitalización, Nuevos Mercados, Asociaciones y Redes, Innovación, Sustentabilidad, Inversión;Primera categoría, Segunda categoría;Mejora tu gestión;Capacitación, Asesoría;Masculino, Femenino;Natural, Jurídica, Asociaciones;Sin tamaño definido;Todos
8-6-2025 11:35:48;Sense;Departamento de Desarrollo y Regulación de Mercado;Franquicia tributaria;Franquicia tributaria;https://sence.gob.cl/empresas/franquicia-tributaria;Es un incentivo tributario del Estado que financia la capacitación, evaluación y certificación de competencias de trabajadores/as y personas no vinculadas a la empresa.;La Franquicia Tributaria es un incentivo tributario que se otorga a las empresas contribuyentes de Primera Categoría. Consiste en la posibilidad de descontar del impuesto a la renta que se paga anualmente, hasta el 1% de la planilla anual de remuneraciones de trabajadores, extrabajadores y potenciales trabajadores (de acuerdo a los alcances, límites y montos que establece la Ley 19.518), por gastos incurridos en acciones de capacitación autorizadas por Sence.;posibilidad de descontar del impuesto a la renta que se paga anualmente, hasta el 1% de la planilla anual de remuneraciones de trabajadores, extrabajadores y potenciales trabajadores (de acuerdo a los alcances, límites y montos que establece la Ley 19.518), por gastos incurridos en acciones de capacitación autorizadas por Sence.;Empresas contribuyentes de Primera Categoría;" Empresas Contribuyentes de Primera Categoría según el Servicio de Impuestos Internos (SII)                                                                                  Tener una planilla anual de remuneraciones imponibles superior a 35 UTM
Tener pagadas las cotizaciones previsionales de sus trabajadores
El participante de los cursos debe tener una asistencia mínima de 75%
En el caso de los cursos a distancia e-learning, se exigirá el cumplimiento del 100% de las horas establecidas.
 ";Sí;;;No;Nacional;Gestión Empresarial;Primera categoría;Mejora tu gestión, Crece;Capacitación, Subsidio;Masculino, Femenino;Jurídica;Sin tamaño definido;Todos
8-6-2025 11:42:05;Sense;Departamento de Desarrollo y Regulación de Mercado;Bono al Trabajo de la Mujer;Bono al Trabajo de la Mujer;https://sence.gob.cl/empresas/subsidios-sence#mujer;El Bono al Trabajo de la Mujer para Empresas es un beneficio en dinero que entrega el Estado a los empleadores(as) que contratan mujeres.;El Bono al Trabajo de la Mujer o #BTM es un beneficio en dinero que entrega el Estado para mejorar los ingresos de las mujeres trabajadoras que tengan entre 25 años y 59 años, 11 meses de edad, que trabajen de manera dependiente o independiente y que pertenezcan al 40% de las familias más vulnerables de la población.    El beneficio es por una única vez y tiene una duración de 4 años consecutivos. ;"Se otorga un beneficio económico de acuerdo con las rentas brutas percibidas, el beneficio se puede incluir en alguno de estos tres tramos de pago.
PAGO ANUAL (recomendado)
TRAMO A: Si tu renta anual es: Igual o inferior a $3.390.139 Puedes recibir aprox.: Desde $1 a $678.028 Considera que: A mayor renta, el monto aumenta.
TRAMO B: Si tu renta anual es Superior a $3.390.139 e igual o inferior a $4.237.674 Puedes recibir aprox Cercano a $678.028 El monto se mantiene constante.
TRAMO C: Si tu renta anual es Superior a $4.237.674 e inferior a $7.627.812 Puedes recibir aprox. desde $678.028 a $1 A mayor renta, el monto disminuye.
PAGO MENSUAL 2025
TRAMO A: Si tu renta mensual es: Igual o inferior a $294.377 Puedes recibir mensual:	Desde $1 a $44.157 Considera que: A mayor renta, el monto aumenta.
TRAMO B: Si tu renta mensual es Superior a $294.377 e igual o inferior a $367.971 Puedes recibir mensual Cercano a $44.157 El monto se mantiene constante.
TRAMO C: Si tu renta mensual es Superior a $367.971 e inferior a $662.348 Puedes recibir mensual Desde $44.157 a $1 A mayor renta, el monto disminuye.                                          El empleador/a que  contrate recibe un aporte monetario mensual equivalente a un tercio del monto que se recibe como beneficiario/a.";Mujeres trabajadoras que tengan entre 25 años y 59 años, 11 meses de edad, que trabajen de manera dependiente o independiente y que pertenezcan al 40% de las familias más vulnerables de la población. ;"Mujeres trabajadoras que tengan entre 25 años y 59 años, 11 meses de edad y que pertenezcan al 40% de las familias más vulnerables de la población. Tener cotizaciones al día.
No trabajar en una Institución del Estado (municipios incluidos) o una empresa privada que reciba aporte estatal superior o igual al 50%.
No ser beneficiaria del Ingreso Mínimo Garantizado para el período de renta procesado.";Sí;;;No;Nacional;Gestión Empresarial;Segunda categoría;Mejora tu gestión;Subsidio;Masculino, Femenino;Natural;Sin tamaño definido;Todos
8-6-2025 17:07:29;Sense;Departamento de Desarrollo y Regulación de Mercado;Subsidio al Empleo Joven;Subsidio al Empleo Joven;https://sence.gob.cl/personas/subsidio-al-empleo-joven;Beneficio en dinero que se otorga para mejorar el ingreso de jóvenes de 18 y menores de 25 años, trabajando de forma dependiente o independiente y pertenezcan al 40% más vulnerable de la población;El Subsidio al Empleo Joven es un beneficio en dinero que otorga el Estado para mejorar el ingreso de jóvenes de 18 a 24 años, 11 meses de edad, que trabajen de manera dependiente o independiente y que pertenezcan al 40% más vulnerable de la población.   Lo puede recibir además el/la empleador que te contrata, incentivando así tu incorporación laboral.;"Se otorga un beneficio económico de acuerdo con las rentas brutas percibidas, el beneficio se puede incluir en alguno de estos tres tramos de pago.
PAGO ANUAL (recomendado)
TRAMO A: Si tu renta anual es: Igual o inferior a $3.390.139 Puedes recibir aprox.: Desde $1 a $678.028 Considera que: A mayor renta, el monto aumenta.
TRAMO B: Si tu renta anual es Superior a $3.390.139 e igual o inferior a $4.237.674 Puedes recibir aprox Cercano a $678.028 El monto se mantiene constante.
TRAMO C: Si tu renta anual es Superior a $4.237.674 e inferior a $7.627.812 Puedes recibir aprox. desde $678.028 a $1 A mayor renta, el monto disminuye.
PAGO MENSUAL 2025
TRAMO A: Si tu renta mensual es: Igual o inferior a $294.377 Puedes recibir mensual:	Desde $1 a $44.157 Considera que: A mayor renta, el monto aumenta.
TRAMO B: Si tu renta mensual es Superior a $294.377 e igual o inferior a $367.971 Puedes recibir mensual Cercano a $44.157 El monto se mantiene constante.
TRAMO C: Si tu renta mensual es Superior a $367.971 e inferior a $662.348 Puedes recibir mensual Desde $44.157 a $1 A mayor renta, el monto disminuye.                                          El empleador/a que  contrate recibe un aporte monetario mensual equivalente a un tercio del monto que se recibe como beneficiario/a.";Jóvenes de 18 a 24 años, 11 meses de edad, que trabajen de manera dependiente o independiente y que pertenezcan al 40% más vulnerable de la población según el RSH.;"Tener 18 a 24 años, 11 meses de edad.
Estar trabajando de manera dependiente o independiente
Pertenecer al 40% más vulnerable de la población (según Registro Social de Hogares).
En caso de tener 21 años de edad o más, contar con licencia de educación media.";Sí;;;No;Nacional;Gestión Empresarial;Segunda categoría;Mejora tu gestión;Subsidio;Masculino, Femenino;Natural;Sin tamaño definido;Todos
8-6-2025 17:25:54;Sense;Departamento de Desarrollo y Regulación de Mercado;Talento Digital Reinvéntate;Talento Digital Reinvéntate;https://sence.gob.cl/personas/talento-digital-reinventate;Es un programa dirigido a personas desempleadas que hayan perdido su empleo recientemente o estén en riesgo de perderlo a causa de la automatización laboral. Busca capacitar en carreras tecnológicas;Es un programa dirigido a personas desempleadas que hayan perdido su empleo recientemente o estén en riesgo de perderlo a causa de la automatización laboral. Esta iniciativa busca capacitar en carreras tecnológicas de alta demanda, generando nuevas habilidades y oportunidades para la reinserción laboral a través de dos líneas de formación: “Entry Level” y “Especialidad”.;"Cursos sin costo enfocados en el área de la computación y programación.
Subsidio de $4.000 por porcentaje de avance.
Subsidio de cuidado de $5.000 por porcentaje de avance.
Cursos en modalidad E-Learning.";Personas mayores de 18 años, desempleadas que hayan perdido su empleo recientemente o estén en riesgo de perderlo a causa de la automatización laboral.;"Ser mayor de 18 años.
Tener una renta máxima de $1.200.000 bruto en los últimos 12 meses al momento de postular.
Contar con al menos 3 cotizaciones en los últimos 36 meses al momento de postular.
Estar cesante o encontrarse empleado en los sectores del Retail o de la Logística.
Enseñanza media completa";Sí;;;No;Nacional;Gestión Empresarial;Segunda categoría;Mejora tu gestión;Subsidio;Masculino, Femenino;Natural;Sin tamaño definido;Todos
8-6-2025 19:23:33;Sense;Departamento de Desarrollo y Regulación de Mercado;El futuro es digital junto a Microsoft y Sence;El futuro es digital junto a Microsoft y Sence;https://sence.gob.cl/personas/microsoft-y-sence;Cursos gratuitos en línea para desarrollar habilidades digitales, enfocados en tecnologías de la información, emprendimiento y competencias esenciales para el siglo XXI.;"El Servicio Nacional de Capacitación y Empleo (Sence) de Chile, en colaboración con Microsoft, ofrece cursos gratuitos en línea para desarrollar habilidades digitales, enfocados en tecnologías de la información, emprendimiento y competencias esenciales para el siglo XXI. Estos cursos están diseñados para personas mayores de 18 años con cédula de identidad vigente y Clave Única, y se pueden encontrar en el sitio web de Sence, específicamente en la sección ""Elige tu Curso"". ";"Cursos gratuitos en línea para desarrollar habilidades digitales, enfocados en tecnologías de la información.           Cursos disponibles:
Productividad con inteligencia artificial generativa.
Microsoft Copilot para productividad.
Fundamentos profesionales en tecnología sostenible.
Administración de sistemas.
Alfabetización digital y productividad.
Análisis empresarial.
Asistencia administrativa.
Fundamentos del desarrollo de software.
Fundamentos del emprendimiento.
Fundamentos de inteligencia artificial generativa.
Fundamentos profesionales de ciberseguridad.
Gestión de proyectos.
Habilidades profesionales blandas.
Introducción al análisis de datos.
";Personas mayores de 18 años que tengan RUT y Clave Única.;"Ser mayor de 18 años.
Tener Clave Única.
Tener RUT Vigente.";No;01-01-2025;31-12-2025;No;Nacional;Tecnología y Digitalización;Segunda categoría;Crece;Subsidio;Masculino, Femenino;Natural;Sin tamaño definido;Todos
8-6-2025 19:26:49;Sense;Departamento de Desarrollo y Regulación de Mercado;"Diplomados ""Sociedad Digital""";"Diplomados ""Sociedad Digital""";"https://sence.gob.cl/personas/diplomados-sociedad-digital
";Cinco diplomados certificados, en línea y sin costo para todos y todas ,que potencian tus competencias para el emprendimiento, la reconversión laboral e innovación en la era digital.;Cinco diplomados certificados por Fundación Telefónica Movistar, Universidad de Playa Ancha, Instituto Profesional AIEP, IP Chile y Sence que potencian tus competencias para el emprendimiento, la reconversión laboral e innovación en la era digital. En línea y sin costo para todos y todas;Innovación digital certificada para mayores de 18 años que tengan Clave Única, RUN chileno y enseñanza media completa.                            Cinco diplomados certificados, en línea y sin costo.       Los diplomados tienen una duración de 90 a 100 horas y se componen de 3 cursos en línea de Fundación Telefónica Movistar, más dos clases magistrales online y sincrónicas, realizadas por docentes de las instituciones de educación superior en cada diplomado.;Personas mayores de 18 años que tengan RUT y Clave Única.;"Ser mayor de 18 años.
Educación media completa.
Tener Clave Única
RUN chileno vigente";No;01-01-2025;30-09-2025;No;Nacional;Tecnología y Digitalización;Segunda categoría;Crece;Subsidio;Masculino, Femenino;Natural;Sin tamaño definido;Todos
8-6-2025 20:08:15;Sense;Departamento de Desarrollo y Regulación de Mercado;El futuro es digital junto a Microsoft y Sence;El futuro es digital junto a Microsoft y Sence;https://sence.gob.cl/personas/microsoft-y-sence;El Programa Cursos en Línea busca entregar competencias que ayuden a mejorar las opciones de empleabilidad de las personas, a través de capacitaciones  entregadas por Microsoft. ;"El Programa Cursos en Línea busca entregar competencias que ayuden a mejorar las opciones de empleabilidad de las personas, a través de capacitaciones  entregadas por Microsoft. Un trabajo público-privado colaborativo para que el talento calificado se convierta en el motor de la transformación digital. 
Ahora que la tecnología lidera el crecimiento del empleo y la inteligencia artificial acelera la necesidad de adaptación a la cuarta revolución industrial, adquiere las habilidades que el cambio necesita con estas nuevas rutas formativas ¡en línea y asincrónicas!";"Cursos gratuitos de Tecnología, emprendimiento y liderazgo  en alianza con Microsoft sobre Inteligencia Artificial, Desarrollo de Software, Nuevas Tecnologías, Introducción al análisis de datos y más. Cursos disponibles en todo el país.
Ilimitados.
Te puedes inscribir en más de una ruta formativa simultáneamente. Cursos disponibles:
Productividad con inteligencia artificial generativa.
Microsoft Copilot para productividad.
Fundamentos profesionales en tecnología sostenible.
Cada ruta formativa entregará un certificado de participación.
Disponibles hasta el 31 de diciembre del 2025.";"Cursos gratuitos de Tecnología, emprendimiento y liderazgo  en alianza con Microsoft sobre Inteligencia Artificial, Desarrollo de Software, Nuevas Tecnologías, Introducción al análisis de datos y más. Cursos disponibles en todo el país.
Ilimitados.
Te puedes inscribir en más de una ruta formativa simultáneamente. Cursos disponibles:
Productividad con inteligencia artificial generativa.
Microsoft Copilot para productividad.
Fundamentos profesionales en tecnología sostenible.
Cada ruta formativa entregará un certificado de participación.
Disponibles hasta el 31 de diciembre del 2025.";"Ser mayor de 18 años.
Educación media completa.
Tener Clave Única
RUN chileno vigente";No;01-01-2025;31-12-2025;No;Nacional;Tecnología y Digitalización;Segunda categoría;Crece;Capacitación;Masculino, Femenino;Natural;Sin tamaño definido;Todos
8-6-2025 20:18:16;Sense;Departamento de Desarrollo y Regulación de Mercado;Plataforma Gradúate para nivelación de estudios;Plataforma Gradúate para nivelación de estudios;https://sence.gob.cl/personas/graduate;Apoyar a quienes no han finalizado la educación media a preparar los exámenes libres del Ministerio de Educación en sus modalidades: fines laborales y continuidad de estudios. ;Apoyar a quienes no han finalizado la educación media a preparar los exámenes libres del Ministerio de Educación en sus modalidades: fines laborales y continuidad de estudios., contribuyendo a mejorar su empleabilidad y potenciar sus trayectorias laborales;Prepara la rendición de exámenes libres para completar tu educación media.     Disponer de una plataforma que cuenta con material, sin costo, para preparar la rendición de exámenes libres ante el Ministerio de Educación en dos modalidades: Fines Laborales  Continuidad de Estudios;"Ser mayor de 18 años
Contar con RUT chileno vigente
Tener Clave Única   Con estudio de educación media incompletos";"Ser mayor de 18 años
Contar con RUT chileno vigente
Tener Clave Única";No;08-07-2025;03-09-2025;No;Nacional;;Segunda categoría;;Capacitación;Masculino, Femenino;Natural;Sin tamaño definido;Todos
8-6-2025 20:32:02;Sernatur;Subdireccion  de Competitividad y Desarrollo;Concurso Mujer Empresaria Turística;Concurso Mujer Empresaria Turística;https://www.sernatur.cl/mujerempresariaturistica/;"Concurso que premia a mujeres líderes en turismo con identidad local; $2,5 M y kit audiovisual.";Certamen nacional para micro, pequeñas y medianas empresas turísticas lideradas por mujeres, que promuevan patrimonio y desarrollo local. Dos ganadoras: $2.500.000 cada una junto con video y fotos profesionales.;Subsidio monetario, kit promocional (video + fotografía), visibilización pública;Mujeres mayores de 18 años, dueñas/líderes de MIPYME turísticas formales, ventas menores a 40.000 UF, registradas en Sernatur;"Mujer mayor de 18 años
Líder/propietaria de empresa turística formal
Ventas anuales menores a 40.000 UF";No;18-06-2025;18-07-2025;No;Nacional;Gestión Empresarial;Primera categoría;Crece;Subsidio;Femenino;Natural, Jurídica;Micro, Pequeña, Mediana;Actividades de alojamiento y de servicio de comidas, Actividades artísticas, de entretenimiento y recreativas, Otras Actividades de servicios
